CQI,MCS,BRATE(DW),BLER(DW),SNR,PHR,BLER(UP),BRATE(UP),CLASS
15.0,23.4,206999.07,0,19.3,24.0,14.7,153,1920
15.0,25.7,1260000.0,0,19.1,24.9,14.2,287,1920
15.0,25.7,1110000.0,0,19.0,24.2,14.5,221,1920
15.0,25.9,811999.0,0,19.3,24.0,14.3,225,1920
15.0,25.5,825000.0,0,18.9,24.0,14.4,203,1920
15.0,25.6,740000.0,0,19.1,24.0,14.1,147,1920
15.0,25.7,1000000.0,0,19.4,24.1,14.5,212,1920
15.0,25.7,1470000.0,0,19.1,24.1,13.8,307,1920
15.0,26.2,2020000.0,0,19.0,24.9,13.9,336,1920
15.0,26.5,357000.0,0,19.0,24.0,14.5,74.2,1920
15.0,26.0,1390000.0,0,19.2,24.8,13.9,270,1920
15.0,26.6,1420000.0,0,19.2,24.5,14.5,266,1920
15.0,26.4,1370000.0,0,19.1,24.3,14.4,259,1920
15.0,26.6,2190000.0,0,18.8,24.1,14.2,398,1920
15.0,26.2,544000.0,0,19.0,24.0,14.7,109,1920
15.0,26.6,2410000.0,0,19.0,24.7,14.2,409,1920
15.0,26.6,280000.0,0,19.2,24.0,14.5,52.1,1920
15.0,26.5,1850000.0,0,18.8,25.3,13.5,292,1920
15.0,26.8,1720000.0,0,18.9,24.0,14.2,280,1920
15.0,26.5,2110000.0,0,19.1,24.3,14.4,368,1920
15.0,26.8,1500000.0,0,18.7,24.0,13.9,268,1920
15.0,26.4,1420000.0,0,18.8,24.6,14.2,251,1920
15.0,26.7,1710000.0,0,18.7,23.8,14.3,293,1920
15.0,26.6,1670000.0,0,19.1,24.8,14.2,277,1920
15.0,26.8,2300000.0,0,18.9,24.0,14.3,422,1920
15.0,26.5,1520000.0,0,19.0,25.2,14.2,256,1920
15.0,26.7,1960000.0,0,18.9,23.9,14.4,353,1920
15.0,26.6,1830000.0,0,18.9,24.8,14.2,304,1920
15.0,26.9,1620000.0,0,18.8,24.3,13.8,282,1920
15.0,26.5,1530000.0,0,19.1,24.3,14.5,295,1920
15.0,26.8,1889999.0,0,18.9,24.1,14.3,347,1920
15.0,26.5,1820000.0,0,18.8,25.9,13.9,308,1920
15.0,26.8,1639999.0,0,18.7,24.5,14.2,270,1920
15.0,26.6,1820000.0,0,19.0,24.4,14.4,301,1920
15.0,26.7,1570000.0,0,18.7,24.4,14.0,300,1920
15.0,26.4,1570000.0,0,18.8,24.1,13.2,260,1920
15.0,26.8,1820000.0,0,19.0,25.1,13.8,301,1920
15.0,26.5,1420000.0,0,19.1,24.5,14.2,257,1920
15.0,26.8,1939999.0,0,19.1,24.1,14.5,325,1920
15.0,26.6,2290000.0,0,19.1,24.2,14.4,401,1920
15.0,26.5,1240000.0,0,19.0,24.0,14.4,221,1920
15.0,26.6,2380000.0,0,19.2,24.2,14.2,413,1920
15.0,26.8,997000.0,0,19.1,26.0,14.0,186,1920
15.0,26.6,1810000.0,0,19.1,24.6,14.2,309,1920
15.0,26.8,1560000.0,0,19.1,24.0,14.3,269,1920
15.0,26.5,1620000.0,0,19.1,25.0,14.1,286,1920
15.0,26.9,1830000.0,0,19.1,24.0,14.0,303,1920
15.0,26.5,1380000.0,0,19.1,24.3,14.3,259,1920
15.0,26.8,2060000.0,0,19.1,23.9,14.2,366,1920
15.0,26.5,1560000.0,0,19.1,24.4,14.3,271,1920
15.0,26.8,1900000.0,0,19.1,24.0,14.3,331,1920
15.0,26.5,1800000.0,0,19.1,24.6,14.1,303,1920
15.0,26.9,1650000.0,0,19.1,24.0,14.2,288,1920
15.0,26.5,1500000.0,0,19.1,24.0,14.6,263,1920
15.0,26.8,1920000.0,0,19.0,24.6,14.2,328,1920
15.0,26.2,1010000.0,0,19.2,24.4,14.5,171,1920
15.0,26.8,2180000.0,0,19.1,24.1,14.4,369,1920
15.0,26.6,1450000.0,0,19.1,25.1,14.0,265,1920
15.0,26.7,1600000.0,0,19.0,24.0,14.3,279,1920
15.0,26.4,1540000.0,0,19.2,23.9,14.6,263,1920
15.0,26.8,1870000.0,0,19.0,24.8,14.1,316,1920
15.0,26.3,1600000.0,1.2,18.9,24.3,13.8,300,1920
15.0,25.2,471000.0,0,19.5,24.1,14.7,247,1920
15.0,25.9,1050000.0,0,19.2,24.4,14.0,233,1920
15.0,25.3,331000.0,0,19.2,25.8,14.2,84.2,1920
15.0,26.5,1500000.0,0,19.3,24.3,14.5,269,1920
15.0,25.9,715000.0,0,19.2,24.0,14.5,175,1920
15.0,25.6,1460000.0,0,19.2,24.2,14.4,302,1920
15.0,26.2,1789999.0,0,19.4,24.0,14.7,347,1920
15.0,26.6,1810000.0,0,19.0,24.6,14.4,318,1920
15.0,26.7,1639999.0,0,19.0,24.0,13.9,282,1920
15.0,26.1,1480000.0,1.0,19.0,24.4,14.2,260,1920
15.0,26.5,1880000.0,0,19.4,24.5,14.5,306,1920
14.3,26.3,2010000.0,8.4,13.3,24.1,8.91,343,1920
14.4,25.9,1660000.0,0,11.7,30.9,7.13,568,1920
15.0,25.7,2320000.0,0,14.6,34.7,9.42,440,1920
15.0,26.2,1350000.0,0,16.4,33.9,11.4,306,1920
14.4,25.4,2330000.0,0,14.8,34.1,9.71,424,1920
15.0,26.5,2140000.0,0,14.0,33.8,9.05,438,1920
15.0,26.5,2060000.0,0,15.0,33.8,9.91,430,1920
15.0,26.5,2220000.0,0,15.0,33.6,10.3,398,1920
15.0,26.7,1689999.0,0,14.2,34.8,9.75,340,1920
15.0,25.5,941000.0,0,18.9,34.9,13.1,218,1920
15.0,25.9,902000.0,0,16.5,34.0,11.6,155,1920
15.0,25.7,819999.0,0,17.1,33.5,11.8,160,1920
15.0,26.1,756000.0,0,16.9,35.5,11.4,140,1920
15.0,25.4,673000.0,0,17.9,33.5,12.5,172,1920
15.0,26.1,1550000.0,0,16.2,33.9,10.8,289,1920
15.0,26.9,2850000.0,0,12.1,34.8,7.19,571,1920
15.0,26.1,1820000.0,0,6.28,29.0,1.37,473,1920
15.0,26.5,2250000.0,0,6.58,28.7,1.37,483,1920
15.0,26.7,2560000.0,0,7.49,26.9,2.03,549,1920
15.0,26.2,1090000.0,0,8.64,29.6,2.94,286,1920
15.0,25.8,1050000.0,0,8.74,31.5,2.96,286,1920
15.0,25.9,965000.0,0,11.2,28.8,6.04,217,1920
15.0,25.5,696000.0,0,9.51,31.3,4.53,437,1920
15.0,26.6,1810000.0,0,7.79,29.6,2.19,633,1920
15.0,26.2,1970000.0,0,8.01,29.3,2.86,458,1920
15.0,25.7,1340000.0,0,9.30,28.9,3.66,409,1920
15.0,26.4,1989999.0,0,7.28,29.3,1.96,659,1920
15.0,25.8,1170000.0,0,8.20,29.6,2.49,416,1920
15.0,26.5,2330000.0,0,7.03,29.7,1.31,561,1920
15.0,26.2,1639999.0,0,7.50,29.0,1.82,426,1920
15.0,25.5,504000.0,0,8.72,29.8,3.12,154,1920
15.0,25.8,1080000.0,0,8.15,29.8,2.76,279,1920
15.0,25.9,1120000.0,0,7.42,29.3,2.58,235,1920
15.0,25.4,547000.0,0,8.38,29.6,2.83,166,1920
15.0,26.2,1650000.0,0,7.10,30.1,1.84,361,1920
15.0,26.6,2320000.0,0,6.24,29.2,0.0,490,1920
15.0,26.7,2450000.0,0,6.27,29.5,0.0,560,1920
15.0,26.0,827999.0,0,6.08,30.0,0.0,213,1920
15.0,26.4,1950000.0,0,6.51,29.2,1.15,460,1920
15.0,26.7,2550000.0,0,6.11,29.3,0.0,565,1920
15.0,26.0,940000.0,0,15.1,34.5,10.0,160,1920
15.0,25.6,1090000.0,0,17.5,33.1,12.2,247,1920
15.0,27.0,2130000.0,0,13.2,33.5,8.60,362,1920
15.0,26.5,1490000.0,0,14.0,33.2,9.58,287,1920
15.0,26.8,2740000.0,0,13.0,33.0,8.43,497,1920
15.0,26.9,2450000.0,0,13.2,33.6,8.58,448,1920
15.0,25.7,903999.0,0,18.1,32.8,12.6,190,1920
15.0,25.7,661000.0,0,17.0,33.1,12.0,138,1920
15.0,25.4,584000.0,0,16.9,33.2,11.6,155,1920
15.0,23.2,238000.0,0,20.9,34.1,14.5,166,1920
15.0,26.4,2000000.0,0,15.5,32.7,10.1,406,1920
15.0,26.6,2530000.0,0,13.7,32.7,9.43,476,1920
15.0,25.7,930000.0,0,17.1,34.0,11.4,214,1920
15.0,26.2,1670000.0,0,15.0,31.3,10.2,540,1920
15.0,26.6,1590000.0,0,16.3,33.4,10.9,353,1920
15.0,26.0,1810000.0,0,16.0,32.9,10.6,379,1920
15.0,25.6,1100000.0,0,18.5,34.1,13.0,387,1920
15.0,25.2,886000.0,0,18.2,33.4,12.4,267,1920
15.0,25.5,844999.0,0,16.4,32.6,11.3,205,1920
15.0,25.4,706000.0,0,18.4,33.5,13.0,174,1920
15.0,25.4,537000.0,0,17.8,33.9,12.1,126,1920
15.0,25.6,848000.0,0,18.6,34.2,12.9,212,1920
15.0,26.8,2260000.0,0,13.4,31.9,9.52,429,1920
15.0,26.5,2270000.0,0,14.7,32.4,9.97,473,1920
15.0,26.1,1440000.0,0,16.1,33.9,11.3,317,1920
15.0,26.3,1980000.0,0,14.7,32.7,10.0,378,1920
15.0,26.9,2940000.0,0,13.0,32.3,8.73,529,1920
15.0,26.7,1850000.0,0,13.8,32.2,9.26,336,1920
15.0,25.8,888000.0,0,18.3,34.2,12.7,177,1920
15.0,25.7,1019999.0,0,17.3,34.4,12.0,228,1920
15.0,26.3,1860000.0,0,15.2,32.6,10.7,358,1920
15.0,26.3,1860000.0,0,15.1,33.3,10.5,372,1920
15.0,25.2,764000.0,0,17.9,33.4,12.7,330,1920
15.0,26.4,2080000.0,0,15.0,32.6,10.5,415,1920
15.0,26.5,1639999.0,0,15.0,33.4,10.0,349,1920
15.0,26.1,1730000.0,0,14.8,34.1,9.74,354,1920
14.4,24.8,1650000.0,0,15.5,32.5,10.4,555,1920
15.0,25.7,600000.0,0,19.7,34.1,13.7,259,1920
15.0,26.2,1590000.0,0,14.5,33.4,10.1,504,1920
15.0,26.3,1570000.0,0,14.4,33.2,10.00,575,1920
15.0,26.6,1800000.0,0,15.4,32.7,10.4,414,1920
15.0,26.9,2380000.0,0,9.74,32.9,5.28,413,1920
15.0,26.6,2000000.0,0,5.26,29.1,0.0,422,1920
15.0,26.9,2490000.0,0,4.28,26.4,0.0,450,1920
15.0,25.3,417000.0,0,20.9,33.9,14.6,179,1920
15.0,26.1,1010000.0,0,15.7,34.7,10.7,176,1920
15.0,26.9,2089999.0,0,12.4,32.9,8.60,408,1920
15.0,26.4,1500000.0,0,15.1,33.9,10.4,311,1920
15.0,27.0,2900000.0,0,12.7,33.2,8.35,523,1920
15.0,26.4,2220000.0,0,14.2,33.1,9.54,406,1920
15.0,25.5,593000.0,0,18.6,35.3,12.5,137,1920
15.0,25.7,709000.0,0,18.2,34.1,12.5,146,1920
15.0,26.0,1060000.0,0,15.8,33.8,10.9,180,1920
15.0,25.8,905000.0,0,17.3,33.2,12.1,178,1920
15.0,25.7,1450000.0,0,17.2,34.1,11.9,304,1920
15.0,26.8,2750000.0,0,13.2,33.0,8.71,477,1920
15.0,26.4,1660000.0,0,14.9,33.1,10.2,338,1920
15.0,26.6,2520000.0,0,13.5,32.2,9.28,460,1920
15.0,26.5,2060000.0,0,14.0,33.0,9.35,373,1920
15.0,26.6,2460000.0,0,13.9,32.8,9.42,485,1920
15.0,26.1,1060000.0,0,15.6,32.5,10.6,196,1920
15.0,25.8,1050000.0,0,16.5,33.4,11.1,236,1920
15.0,26.4,2140000.0,0,15.4,33.8,10.7,362,1920
15.0,27.0,3050000.0,0,12.8,32.2,8.96,527,1920
15.0,26.5,1630000.0,0,14.4,32.9,10.2,325,1920
15.0,26.0,1230000.0,0,15.9,33.6,10.8,328,1920
15.0,26.4,2260000.0,0,13.9,33.2,9.76,446,1920
15.0,26.6,2010000.0,0,13.6,33.0,8.88,373,1920
15.0,26.0,969000.0,0,15.0,32.4,10.4,182,1920
15.0,25.6,444000.0,0,17.9,33.8,12.1,196,1920
15.0,26.6,2110000.0,0,15.1,32.9,10.0,494,1920
15.0,26.6,1730000.0,0,14.5,32.7,9.82,319,1920
15.0,26.7,1950000.0,0,13.7,32.6,9.45,520,1920
15.0,26.0,1260000.0,0,17.3,33.5,12.1,317,1920
15.0,25.5,662000.0,0,17.9,33.2,12.3,172,1920
15.0,25.5,886000.0,0,19.0,34.5,12.9,202,1920
15.0,25.7,877999.0,0,19.1,33.7,12.9,203,1920
15.0,25.4,542000.0,0,19.6,34.2,13.3,130,1920
15.0,25.9,1590000.0,0,16.4,33.5,11.6,348,1920
15.0,26.3,1920000.0,0,15.6,32.9,10.1,388,1920
15.0,26.2,1689999.0,0,16.1,33.5,11.3,344,1920
15.0,26.7,2540000.0,0,13.6,32.2,9.25,446,1920
15.0,26.5,2230000.0,0,14.6,33.6,10.00,406,1920
15.0,26.7,2620000.0,0,13.8,32.1,9.55,450,1920
15.0,25.9,726000.0,0,17.3,33.9,11.8,128,1920
15.0,25.3,865000.0,0,17.0,34.3,11.2,200,1920
15.0,26.8,2500000.0,0,12.7,34.2,8.32,447,1920
15.0,26.8,2710000.0,0,13.8,33.0,8.91,514,1920
15.0,25.5,956000.0,0,6.68,28.3,1.38,298,1920
15.0,26.4,1650000.0,0,6.59,27.1,0.0,384,1920
15.0,26.7,2450000.0,0,6.55,26.9,1.06,519,1920
15.0,26.6,2190000.0,0,4.01,27.6,0.0,452,1920
15.0,26.3,1130000.0,0,12.2,29.2,7.87,267,1920
14.4,25.5,2490000.0,0,10.7,29.8,5.85,424,1920
15.0,26.4,1170000.0,1.6,8.44,29.8,3.26,260,1920
15.0,25.8,1050000.0,0,4.97,27.5,0.0,263,1920
15.0,26.1,790000.0,0,6.59,27.4,1.41,207,1920
15.0,26.4,1780000.0,0,5.34,27.2,0.0,433,1920
15.0,26.6,2400000.0,0,4.18,28.4,0.0,520,1920
15.0,26.4,1630000.0,0,3.82,28.2,0.0,360,1920
15.0,26.6,1360000.0,0,3.71,29.4,0.0,283,1920
15.0,26.8,2790000.0,0,5.18,27.8,0.0,561,1920
15.0,26.3,1920000.0,0,6.78,27.0,1.42,438,1920
15.0,25.8,1030000.0,0,4.39,29.3,0.0,256,1920
15.0,26.5,833000.0,0,7.50,30.6,3.71,215,1920
15.0,26.8,2750000.0,0,9.61,29.9,4.06,583,1920
15.0,26.7,2130000.0,0,10.6,33.6,5.99,436,1920
15.0,25.9,693000.0,0,16.0,34.1,11.2,142,1920
15.0,26.2,1450000.0,0,15.3,34.5,10.9,268,1920
15.0,26.5,2430000.0,0,14.0,33.4,9.65,453,1920
15.0,26.3,1010000.0,0,16.1,34.5,10.1,197,1920
15.0,25.8,744000.0,0,15.9,34.3,10.7,144,1920
15.0,26.2,1880000.0,0,14.6,33.5,9.56,398,1920
15.0,26.9,2930000.0,0,13.6,34.1,8.80,541,1920
15.0,26.2,851000.0,0,16.0,33.9,10.0,186,1920
15.0,25.9,977999.0,0,15.8,33.4,11.1,192,1920
15.0,26.2,1360000.0,0,15.3,33.5,9.67,342,1920
15.0,25.3,827000.0,0,17.7,34.6,12.5,236,1920
15.0,26.1,852000.0,0,15.0,32.2,9.55,160,1920
15.0,26.5,1270000.0,0,15.2,32.5,9.63,253,1920
15.0,25.1,515000.0,0,17.6,35.0,12.4,293,1920
14.4,23.0,635000.0,0,12.8,32.3,8.83,203,1920
15.0,25.8,1280000.0,0,14.5,35.4,9.88,271,1920
15.0,26.1,1190000.0,0,15.7,34.5,10.4,237,1920
15.0,26.5,836000.0,0,16.2,33.2,10.7,155,1920
15.0,25.9,1540000.0,0,16.5,33.8,11.0,323,1920
15.0,26.3,1810000.0,0,15.4,33.1,10.5,340,1920
15.0,26.1,998000.0,0,15.1,33.0,10.3,188,1920
15.0,26.5,2200000.0,0,14.7,32.4,9.89,411,1920
15.0,26.6,721000.0,0,15.3,33.3,9.65,123,1920
15.0,6.25,1.47,0,21.1,34.0,15.0,17.1,1920
15.0,24.3,261000.0,0,19.7,33.4,14.4,166,1920
15.0,25.9,1350000.0,0,17.6,32.6,12.2,255,1920
15.0,26.0,1680000.0,0,15.7,32.5,10.7,339,1920
15.0,26.5,1270000.0,0,16.2,33.5,10.8,227,1920
15.0,26.8,2650000.0,0,13.9,32.8,9.33,391,1920
15.0,25.9,999000.0,0,16.6,33.3,11.6,190,1920
15.0,26.5,2110000.0,0,15.6,33.1,10.4,355,1920
15.0,26.2,878999.0,0,16.0,34.3,11.2,146,1920
15.0,26.8,2330000.0,0,14.6,32.4,9.48,386,1920
15.0,26.2,1230000.0,0,15.6,32.7,10.7,198,1920
15.0,26.7,2500000.0,0,15.1,33.6,10.5,374,1920
15.0,26.7,274000.0,0,17.7,32.3,12.3,61.4,1920
15.0,26.6,1420000.0,0,15.9,33.2,10.7,225,1920
15.0,26.8,1860000.0,0,14.1,32.5,9.57,286,1920
15.0,26.4,994000.0,0,15.5,33.5,10.5,177,1920
15.0,26.6,2310000.0,0,14.6,32.4,9.55,374,1920
15.0,26.7,1460000.0,0,15.1,33.5,10.5,218,1920
15.0,26.8,1989999.0,0,14.3,33.2,9.46,301,1920
15.0,26.4,1140000.0,0,15.2,34.2,10.3,193,1920
15.0,26.6,1730000.0,0,14.7,32.4,9.31,296,1920
15.0,25.8,798000.0,0,19.7,34.4,13.2,206,1920
15.0,25.7,1470000.0,0,17.0,32.7,12.0,285,1920
15.0,26.2,1070000.0,0,16.7,33.1,11.4,191,1920
15.0,26.5,1270000.0,0,15.6,34.5,10.1,222,1920
15.0,26.9,2720000.0,0,14.3,32.9,9.09,428,1920
15.0,26.6,250999.07,0,17.3,35.7,10.9,56.8,1920
15.0,25.8,642000.0,0,18.0,33.3,13.0,268,1920
15.0,25.8,1420000.0,0,17.4,33.0,12.2,301,1920
15.0,25.9,1150000.0,0,16.5,33.0,11.3,232,1920
15.0,26.5,1930000.0,0,14.8,32.7,9.89,348,1920
15.0,26.9,1510000.0,0,14.1,32.6,9.47,244,1920
15.0,25.9,1100000.0,0,15.7,33.1,11.3,201,1920
15.0,26.4,1880000.0,0,14.2,33.0,9.44,390,1920
15.0,26.7,2160000.0,0,8.02,28.4,2.65,395,1920
15.0,26.6,1300000.0,0,10.8,28.6,5.57,233,1920
15.0,26.7,2480000.0,0,9.71,29.9,4.68,445,1920
15.0,26.7,1510000.0,0,5.77,28.5,0.0,288,1920
15.0,26.5,1019999.0,0,7.66,26.0,2.50,222,1920
15.0,26.7,2250000.0,0,7.21,25.3,1.57,470,1920
15.0,26.6,1570000.0,0,7.87,24.4,2.85,312,1920
15.0,26.8,1390000.0,0,7.29,24.5,2.16,262,1920
15.0,26.5,1420000.0,0,7.89,24.1,2.80,271,1920
15.0,26.7,2120000.0,0,7.42,25.0,2.02,427,1920
15.0,26.6,1350000.0,0,8.80,24.0,3.23,273,1920
15.0,26.9,2140000.0,0,8.20,24.2,2.66,441,1920
15.0,26.5,1300000.0,0,8.44,24.9,3.16,277,1920
15.0,26.8,1970000.0,0,8.12,24.8,2.72,397,1920
15.0,26.4,1470000.0,0,8.41,25.1,3.34,310,1920
15.0,26.7,1710000.0,0,7.98,23.8,2.47,321,1920
15.0,26.6,1510000.0,0,8.87,23.8,3.07,321,1920
15.0,26.9,2480000.0,0,8.02,23.5,2.59,503,1920
15.0,26.3,1240000.0,0,9.57,23.8,4.07,314,1920
15.0,26.7,2380000.0,0,8.80,24.1,3.26,470,1920
15.0,24.2,173000.0,0,11.4,24.6,6.32,139,1920
15.0,25.7,1210000.0,0,9.65,24.0,4.15,294,1920
15.0,26.2,1989999.0,0,8.77,24.9,3.66,378,1920
15.0,26.1,823000.0,0,9.51,25.2,4.68,188,1920
15.0,26.8,2560000.0,0,8.26,23.2,2.81,450,1920
15.0,26.0,884000.0,0,9.14,25.1,4.13,208,1920
15.0,26.6,2260000.0,0,8.95,23.7,3.30,447,1920
15.0,26.6,1140000.0,0,8.86,23.8,3.68,242,1920
15.0,26.5,2010000.0,0,8.66,24.1,3.23,373,1920
15.0,26.3,1370000.0,0,9.27,24.1,3.74,318,1920
15.0,26.7,2580000.0,0,8.64,23.5,3.07,473,1920
15.0,26.4,1210000.0,0,9.59,24.1,4.00,274,1920
15.0,26.7,2020000.0,0,9.17,23.7,3.53,436,1920
15.0,26.6,1380000.0,0,9.18,26.1,3.47,272,1920
15.0,26.8,1830000.0,0,8.82,24.3,3.23,342,1920
15.0,26.4,1170000.0,0,9.45,23.7,3.93,254,1920
15.0,26.8,2060000.0,0,8.67,23.9,3.18,394,1920
15.0,26.6,1380000.0,0,8.50,25.3,3.40,301,1920
15.0,26.7,1960000.0,0,8.01,29.6,2.92,405,1920
15.0,26.6,1070000.0,0,10.5,32.9,6.24,171,1920
15.0,26.7,2280000.0,0,8.80,30.4,3.52,453,1920
15.0,26.5,1380000.0,0,14.7,33.3,9.26,281,1920
15.0,26.8,2280000.0,0,14.3,34.5,9.04,375,1920
15.0,26.3,1230000.0,0,16.1,34.2,11.0,231,1920
15.0,26.8,2290000.0,0,14.4,32.8,9.08,398,1920
15.0,26.6,940000.0,0,16.0,33.4,10.6,176,1920
15.0,26.7,2710000.0,0,15.2,33.7,9.70,437,1920
15.0,26.5,1450000.0,0,15.2,33.2,9.69,278,1920
15.0,26.8,1570000.0,0,14.8,32.4,9.34,233,1920
15.0,26.5,1300000.0,0,15.8,34.7,10.7,241,1920
15.0,26.9,2500000.0,0,14.3,33.7,9.33,430,1920
15.0,26.5,1400000.0,0,14.7,32.6,9.90,259,1920
15.0,26.8,2290000.0,0,13.8,33.6,8.95,356,1920
15.0,26.7,1590000.0,0,8.61,26.7,3.50,323,1920
15.0,26.8,1889999.0,0,8.99,24.8,3.40,340,1920
15.0,26.5,1160000.0,0,11.6,33.4,6.32,205,1920
15.0,26.8,1639999.0,0,13.3,34.4,8.00,278,1920
14.4,24.5,1380000.0,0,15.6,33.6,10.5,238,1920
15.0,26.8,2590000.0,0,15.4,33.6,9.94,436,1920
15.0,26.5,1510000.0,0,16.2,32.7,10.4,256,1920
15.0,26.9,1980000.0,0,14.0,32.2,8.99,342,1920
15.0,26.6,1460000.0,0,16.5,33.2,10.7,238,1920
15.0,26.7,1780000.0,0,14.6,32.8,9.50,286,1920
15.0,26.4,1340000.0,0,15.4,33.3,11.1,217,1920
15.0,26.8,1739999.0,0,14.6,33.1,10.1,270,1920
15.0,25.9,713000.0,0,17.0,33.5,11.9,150,1920
15.0,26.8,2480000.0,0,14.8,32.4,9.60,430,1920
15.0,26.5,1220000.0,0,15.1,33.4,9.98,208,1920
15.0,26.9,2640000.0,0,14.2,32.4,9.46,397,1920
15.0,26.7,344000.0,0,14.3,32.7,9.13,68.1,1920
15.0,26.7,1470000.0,0,15.7,34.2,10.8,240,1920
15.0,26.7,1100000.0,0,14.9,33.1,9.86,181,1920
15.0,26.6,1320000.0,0,15.4,32.8,10.7,228,1920
15.0,26.8,1980000.0,0,14.8,33.1,9.77,324,1920
15.0,23.9,181000.0,0,20.5,33.8,14.3,125,1920
15.0,25.5,1050000.0,0,17.9,33.6,12.7,234,1920
15.0,26.0,1750000.0,0,15.8,32.8,11.1,321,1920
15.0,26.2,423000.0,0,14.9,32.2,10.1,91.0,1920
13.8,22.1,940000.0,0,15.3,32.3,10.6,198,1920
15.0,26.4,2590000.0,0,13.9,31.9,8.93,428,1920
15.0,26.3,719000.0,0,15.2,33.5,10.4,141,1920
14.4,24.8,1939999.0,0,14.4,32.2,9.79,384,1920
15.0,26.6,1400000.0,0,14.7,32.3,9.37,260,1920
15.0,26.5,1350000.0,0,15.6,32.7,9.74,269,1920
15.0,26.8,2089999.0,0,14.3,32.9,9.18,357,1920
13.2,20.4,1010000.0,0,16.6,33.9,11.8,194,1920
14.4,25.3,2150000.0,0,15.1,33.4,9.61,396,1920
13.2,20.1,1080000.0,0,16.0,33.0,10.3,210,1920
15.0,26.8,1820000.0,0,15.3,33.7,9.73,303,1920
15.0,26.3,1350000.0,0,16.1,32.8,11.3,261,1920
15.0,26.7,2220000.0,0,15.1,32.5,9.64,434,1920
15.0,26.5,1230000.0,0,15.7,32.9,10.5,217,1920
15.0,26.9,2010000.0,0,15.1,33.4,9.45,349,1920
14.5,26.1,827000.0,0,4.86,31.9,0.0,228,1024
14.4,26.3,955000.0,1.1,4.47,29.6,0.0,228,1024
14.1,24.9,619000.0,1.8,4.73,30.9,0.0,228,1024
14.5,25.9,1200000.0,0,4.80,31.1,0.0,296,1024
14.4,26.1,782000.0,0,4.69,30.9,0.0,223,1024
14.4,25.2,434000.0,0,4.96,30.0,1.80,156,1024
14.4,26.1,817000.0,0,4.54,30.8,0.0,212,1024
15.0,27.0,1070000.0,1.1,4.12,31.6,0.0,303,1024
15.0,26.9,1110000.0,0,4.23,34.6,0.0,282,1024
15.0,27.0,911999.0,0,4.47,32.6,0.0,234,1024
15.0,27.0,840000.0,0,4.30,33.1,0.0,281,1024
14.4,25.4,509999.0,0,4.46,33.0,0.0,147,1024
15.0,26.1,468000.0,0,5.22,31.1,0.0,136,1024
14.0,25.3,734000.0,1.9,4.15,34.3,0.0,199,1024
14.5,26.1,858000.0,1.9,3.89,33.3,0.0,256,1024
15.0,26.9,816000.0,1.8,4.05,32.0,0.0,244,1024
14.5,26.2,836999.0,0,4.22,32.6,0.0,220,1024
15.0,27.0,789000.0,0,4.20,31.2,0.0,247,1024
15.0,27.0,788000.0,1.6,3.94,33.6,0.0,199,1024
14.5,26.2,876000.0,1.5,4.28,33.2,0.0,227,1024
15.0,27.0,734000.0,2.1,4.07,32.6,0.0,203,1024
14.5,26.2,857000.0,1.4,4.05,32.9,0.0,284,1024
13.8,25.1,728000.0,1.6,4.22,32.8,0.0,231,1024
13.9,24.5,902999.0,0,4.36,30.4,0.0,233,1024
14.4,26.4,967000.0,0,4.16,34.3,0.0,270,1024
13.8,24.7,712000.0,1.6,4.17,32.9,0.0,197,1024
15.0,26.9,944000.0,0,4.21,32.4,0.0,250,1024
15.0,27.0,791000.0,1.5,4.07,31.9,0.0,229,1024
15.0,27.0,826000.0,0,4.00,32.6,0.0,203,1024
14.4,26.0,755000.0,0,3.98,33.5,0.0,209,1024
14.4,24.4,844000.0,1.8,5.05,33.2,0.0,199,1024
14.6,25.4,778000.0,1.4,4.55,35.3,0.0,214,1024
15.0,26.4,1019999.0,0,4.64,31.3,0.0,244,1024
13.8,23.9,704000.0,2.2,4.10,31.6,0.0,164,1024
15.0,26.9,844999.0,0,4.53,33.3,0.0,203,1024
14.5,25.6,697000.0,0,4.27,32.9,0.0,170,1024
15.0,25.5,401000.0,0,6.11,32.2,1.60,171,1024
14.6,25.3,451000.0,0,4.75,33.6,0.0,125,1024
15.0,26.8,679000.0,0,4.06,35.1,0.0,153,1024
15.0,26.3,430000.0,1.8,4.44,32.8,0.0,112,1024
15.0,26.8,924000.0,0,4.67,32.4,0.0,198,1024
15.0,26.0,231000.0,0,4.64,35.3,0.0,81.6,1024
14.3,25.8,809000.0,1.2,4.52,30.6,0.0,200,1024
15.0,25.9,325000.0,0,4.37,33.4,0.0,88.3,1024
14.4,24.7,908000.0,0,4.39,33.6,0.0,236,1024
14.6,24.5,326000.0,0,5.08,31.4,1.46,88.1,1024
14.4,25.9,735000.0,0,4.14,35.2,0.0,178,1024
15.0,26.0,318000.0,0,4.25,34.0,0.0,78.4,1024
13.4,23.5,749000.0,1.4,4.35,33.6,0.0,188,1024
15.0,26.1,371000.0,0,4.61,34.0,0.0,98.1,1024
15.0,27.0,811999.0,0,4.31,31.6,0.0,200,1024
15.0,25.8,259000.0,0,3.89,32.9,0.0,73.2,1024
13.8,25.1,781000.0,2.1,3.73,32.8,0.0,170,1024
13.9,20.5,326000.0,1.3,4.32,29.0,0.0,86.4,1024
